cashInLimit,totalCashOutTimes,totalCashInTimes,cashOutAmount,cashInAmount,amountRemain,date,time
20000,15,33,17125,33370,36245,2019-01-06,09:18
20000,33,44,29554,43113,33559,2019-01-06,09:17
20000,16,9,16531,6777,10246,2019-01-06,09:16
20000,42,41,43644,45898,22254,2019-01-06,09:15
20000,16,27,17436,29967,32531,2019-01-06,09:14
20000,40,41,45385,46860,21475,2019-01-06,09:13
20000,24,29,23477,27792,24315,2019-01-06,09:12
20000,10,5,10587,4682,14095,2019-01-06,09:11
20000,45,43,48795,47602,18807,2019-01-06,09:10
20000,45,40,38248,40660,22412,2019-01-06,09:09
20000,1,14,841,13145,32304,2019-01-06,09:08
20000,19,15,18889,13528,14639,2019-01-06,09:07
20000,47,14,47815,15895,-11920,2019-01-06,09:06
20000,0,3,0,1886,21886,2019-01-06,09:05
20000,20,17,17103,18226,21123,2019-01-06,09:04
20000,28,49,31096,49912,38816,2019-01-06,09:03
20000,25,13,23683,12515,8832,2019-01-06,09:02
20000,21,19,18712,15822,17110,2019-01-06,09:01
20000,24,46,25002,50419,45417,2019-01-06,09:00
20000,14,31,15948,32221,36273,2019-01-06,08:59
20000,7,11,8162,8741,20579,2019-01-06,08:58
20000,7,24,6892,21430,34538,2019-01-06,08:57
20000,22,29,24472,34037,29565,2019-01-06,08:56
20000,18,33,18568,35219,36651,2019-01-06,08:55
20000,16,17,19660,18139,18479,2019-01-06,08:54
20000,39,28,40784,30244,9460,2019-01-06,08:53
20000,32,42,32777,43631,30854,2019-01-06,08:52
20000,34,47,36668,41370,24702,2019-01-06,08:51
20000,48,28,46781,26191,-590,2019-01-06,08:50
20000,3,31,1948,32274,50326,2019-01-06,08:49
20000,22,2,19058,785,1727,2019-01-06,08:48
20000,49,27,47304,23378,-3926,2019-01-06,08:47
20000,16,22,15638,21696,26058,2019-01-06,08:46
20000,19,39,21269,39203,37934,2019-01-06,08:45
20000,28,12,28561,13734,5173,2019-01-06,08:44
20000,5,24,6698,22440,35742,2019-01-06,08:43
20000,5,41,6222,36406,50184,2019-01-06,08:42
20000,42,14,44127,17834,-6293,2019-01-06,08:41
20000,17,49,17392,52982,55590,2019-01-06,08:40
20000,35,1,35154,1998,-13156,2019-01-06,08:39
20000,18,11,18011,11886,13875,2019-01-06,08:38
20000,15,30,15726,28871,33145,2019-01-06,08:37
20000,2,8,2203,5278,23075,2019-01-06,08:36
20000,41,32,46498,34499,8001,2019-01-06,08:35
20000,37,46,37430,51400,33970,2019-01-06,08:34
20000,39,38,39954,45459,25505,2019-01-06,08:33
20000,29,35,36324,38829,22505,2019-01-06,08:32
20000,4,13,7142,15965,28823,2019-01-06,08:31
20000,6,25,5180,28928,43748,2019-01-06,08:30
20000,47,25,48758,22292,-6466,2019-01-06,08:29
20000,10,4,11067,2650,11583,2019-01-06,08:28
20000,7,12,6085,11959,25874,2019-01-06,08:27
20000,23,23,22343,17476,15133,2019-01-06,08:26
20000,3,10,1748,11225,29477,2019-01-06,08:25
20000,4,20,4271,22263,37992,2019-01-06,08:24
20000,49,38,43894,42750,18856,2019-01-06,08:23
20000,15,49,15884,49414,53530,2019-01-06,08:22
20000,38,39,36395,40446,24051,2019-01-06,08:21
20000,25,14,24750,16101,11351,2019-01-06,08:20
20000,11,42,9334,42612,53278,2019-01-06,08:19
20000,17,16,18391,15958,17567,2019-01-06,08:18
20000,5,22,4803,18844,34041,2019-01-06,08:17
20000,49,22,59193,24004,-15189,2019-01-06,08:16
20000,35,42,32437,36079,23642,2019-01-06,08:15
20000,48,36,49190,37642,8452,2019-01-06,08:14
20000,16,40,14674,42673,47999,2019-01-06,08:13
20000,9,38,9903,33677,43774,2019-01-06,08:12
20000,31,9,28937,11269,2332,2019-01-06,08:11
20000,47,9,46797,7974,-18823,2019-01-06,08:10
20000,15,39,14561,36135,41574,2019-01-06,08:09
20000,45,18,41125,17729,-3396,2019-01-06,08:08
20000,30,28,31208,26470,15262,2019-01-06,08:07
20000,28,34,32538,35841,23303,2019-01-06,08:06
20000,42,11,37092,13179,-3913,2019-01-06,08:05
20000,4,14,3113,17018,33905,2019-01-06,08:04
20000,35,8,38026,7431,-10595,2019-01-06,08:03
20000,40,43,39890,44827,24937,2019-01-06,08:02
20000,18,20,17166,23878,26712,2019-01-06,08:01
20000,18,24,15400,26316,30916,2019-01-06,08:00
20000,12,25,15766,27804,32038,2019-01-06,07:59
20000,19,32,16322,34801,38479,2019-01-06,07:58
20000,5,40,2978,42240,59262,2019-01-06,07:57
20000,25,44,23270,44455,41185,2019-01-06,07:56
20000,27,0,25932,0,-5932,2019-01-06,07:55
20000,19,2,17177,3867,6690,2019-01-06,07:54
20000,34,27,41262,24704,3442,2019-01-06,07:53
20000,3,16,2616,19548,36932,2019-01-06,07:52
20000,26,44,24723,45533,40810,2019-01-06,07:51
20000,3,19,4628,20038,35410,2019-01-06,07:50
20000,40,36,42691,32132,9441,2019-01-06,07:49
20000,0,42,0,40612,60612,2019-01-06,07:48
20000,16,30,17463,35797,38334,2019-01-06,07:47
20000,11,49,12736,49442,56706,2019-01-06,07:46
20000,21,28,25558,32520,26962,2019-01-06,07:45
20000,3,21,2783,23583,40800,2019-01-06,07:44
20000,24,27,22081,25811,23730,2019-01-06,07:43
20000,37,45,42857,48633,25776,2019-01-06,07:42
20000,5,45,5762,46348,60586,2019-01-06,07:41
20000,20,42,24493,39317,34824,2019-01-06,07:40
20000,5,39,4238,39227,54989,2019-01-06,07:39
20000,44,37,45982,38235,12253,2019-01-06,07:38
20000,29,15,29087,16419,7332,2019-01-06,07:37
20000,24,0,20821,0,-821,2019-01-06,07:36
20000,18,3,16149,2940,6791,2019-01-06,07:35
20000,17,32,16090,32127,36037,2019-01-06,07:34
20000,10,8,8823,8949,20126,2019-01-06,07:33
20000,1,15,1147,16199,35052,2019-01-06,07:32
20000,3,36,3210,33280,50070,2019-01-06,07:31
20000,21,3,22358,3024,666,2019-01-06,07:30
20000,1,26,235,25912,45677,2019-01-06,07:29
20000,37,13,38441,11408,-7033,2019-01-06,07:28
20000,2,19,1195,18396,37201,2019-01-06,07:27
20000,42,21,45061,19411,-5650,2019-01-06,07:26
20000,38,42,39956,37662,17706,2019-01-06,07:25
20000,32,49,41436,41489,20053,2019-01-06,07:24
20000,44,32,47761,27627,-134,2019-01-06,07:23
20000,48,34,53992,28607,-5385,2019-01-06,07:22
20000,20,9,21867,8049,6182,2019-01-06,07:21
20000,6,13,6490,14817,28327,2019-01-06,07:20
20000,13,3,12445,4307,11862,2019-01-06,07:19
20000,24,3,27894,4152,-3742,2019-01-06,07:18
20000,49,4,52512,6687,-25825,2019-01-06,07:17
20000,28,0,28988,0,-8988,2019-01-06,07:16
20000,40,48,45649,47516,21867,2019-01-06,07:15
20000,12,6,12818,5616,12798,2019-01-06,07:14
20000,11,49,11425,52774,61349,2019-01-06,07:13
20000,28,9,29918,9100,-818,2019-01-06,07:12
20000,3,43,1193,54322,73129,2019-01-06,07:11
20000,24,8,22880,8712,5832,2019-01-06,07:10
20000,37,14,39618,12743,-6875,2019-01-06,07:09
20000,47,48,48643,55721,27078,2019-01-06,07:08
20000,12,33,11575,35941,44366,2019-01-06,07:07
20000,43,13,46956,12863,-14093,2019-01-06,07:06
20000,36,42,36193,38932,22739,2019-01-06,07:05
20000,2,37,1163,37643,56480,2019-01-06,07:04
20000,0,18,0,18344,38344,2019-01-06,07:03
20000,25,15,24514,14652,10138,2019-01-06,07:02
20000,24,47,23423,53506,50083,2019-01-06,07:01
20000,29,16,26306,20608,14302,2019-01-06,07:00
20000,43,41,41833,36375,14542,2019-01-06,06:59
20000,11,28,13023,24211,31188,2019-01-06,06:58
20000,46,18,46386,15997,-10389,2019-01-06,06:57
20000,5,25,4586,21962,37376,2019-01-06,06:56
20000,15,41,15485,47882,52397,2019-01-06,06:55
20000,17,46,16701,41861,45160,2019-01-06,06:54
20000,38,38,36463,42849,26386,2019-01-06,06:53
20000,20,47,21584,50394,48810,2019-01-06,06:52
20000,26,40,28265,43368,35103,2019-01-06,06:51
20000,22,23,16665,22409,25744,2019-01-06,06:50
20000,27,44,26110,47686,41576,2019-01-06,06:49
20000,13,14,12904,16277,23373,2019-01-06,06:48
20000,44,9,40065,11625,-8440,2019-01-06,06:47
20000,5,39,3842,37514,53672,2019-01-06,06:46
20000,20,18,19387,16282,16895,2019-01-06,06:45
20000,31,35,29385,40623,31238,2019-01-06,06:44
20000,28,30,30877,31081,20204,2019-01-06,06:43
20000,19,4,18613,3711,5098,2019-01-06,06:42
20000,9,32,9326,30048,40722,2019-01-06,06:41
20000,43,5,47740,4947,-22793,2019-01-06,06:40
20000,14,4,17611,6283,8672,2019-01-06,06:39
20000,24,48,18573,51425,52852,2019-01-06,06:38
20000,36,46,37391,47562,30171,2019-01-06,06:37
20000,13,26,9814,22571,32757,2019-01-06,06:36
20000,38,1,33139,1414,-11725,2019-01-06,06:35
20000,14,44,16970,46444,49474,2019-01-06,06:34
20000,11,46,11462,43258,51796,2019-01-06,06:33
20000,22,20,24126,20921,16795,2019-01-06,06:32
20000,17,2,21581,1426,-155,2019-01-06,06:31
20000,20,4,21980,5547,3567,2019-01-06,06:30
20000,48,41,57460,45862,8402,2019-01-06,06:29
20000,18,39,20611,36150,35539,2019-01-06,06:28
20000,22,14,23390,12480,9090,2019-01-06,06:27
20000,35,44,32927,40176,27249,2019-01-06,06:26
20000,7,37,6416,44735,58319,2019-01-06,06:25
20000,49,39,48550,45045,16495,2019-01-06,06:24
20000,48,7,46176,7216,-18960,2019-01-06,06:23
20000,19,45,16050,48089,52039,2019-01-06,06:22
20000,46,17,56004,16454,-19550,2019-01-06,06:21
20000,45,24,48762,28983,221,2019-01-06,06:20
20000,38,9,35192,8011,-7181,2019-01-06,06:19
20000,38,19,38623,19044,421,2019-01-06,06:18
20000,21,39,24444,38218,33774,2019-01-06,06:17
20000,16,24,21438,26536,25098,2019-01-06,06:16
20000,7,13,5805,10437,24632,2019-01-06,06:15
20000,34,3,41805,3227,-18578,2019-01-06,06:14
20000,10,28,10384,33071,42687,2019-01-06,06:13
20000,22,2,20907,738,-169,2019-01-06,06:12
20000,12,5,16195,7124,10929,2019-01-06,06:11
20000,1,22,1898,23801,41903,2019-01-06,06:10
20000,24,20,27675,19767,12092,2019-01-06,06:09
20000,14,35,17796,31368,33572,2019-01-06,06:08
20000,10,45,10838,43324,52486,2019-01-06,06:07
20000,16,26,14121,21752,27631,2019-01-06,06:06
20000,36,29,32793,26892,14099,2019-01-06,06:05
20000,8,43,12159,53943,61784,2019-01-06,06:04
20000,26,11,30015,14002,3987,2019-01-06,06:03
20000,36,2,42959,1077,-21882,2019-01-06,06:02
20000,39,17,45106,17692,-7414,2019-01-06,06:01
20000,37,28,38454,23452,4998,2019-01-06,06:00
20000,20,26,18722,27732,29010,2019-01-06,05:59
20000,41,7,41815,8160,-13655,2019-01-06,05:58
20000,30,49,29142,59240,50098,2019-01-06,05:57
20000,44,8,42269,9283,-12986,2019-01-06,05:56
20000,12,14,13210,14452,21242,2019-01-06,05:55
20000,18,19,15602,21711,26109,2019-01-06,05:54
20000,31,9,32982,9387,-3595,2019-01-06,05:53
20000,2,19,2024,19299,37275,2019-01-06,05:52
20000,11,20,12141,20782,28641,2019-01-06,05:51
20000,30,15,29822,11869,2047,2019-01-06,05:50
20000,13,19,10952,19157,28205,2019-01-06,05:49
20000,13,34,13262,37827,44565,2019-01-06,05:48
20000,46,40,44369,42720,18351,2019-01-06,05:47
20000,21,11,24643,12885,8242,2019-01-06,05:46
20000,42,43,46495,38676,12181,2019-01-06,05:45
20000,36,12,39791,9859,-9932,2019-01-06,05:44
20000,10,46,6161,41618,55457,2019-01-06,05:43
20000,49,23,53974,20725,-13249,2019-01-06,05:42
20000,39,6,48768,6944,-21824,2019-01-06,05:41
20000,6,46,6096,43686,57590,2019-01-06,05:40
20000,25,26,25504,24712,19208,2019-01-06,05:39
20000,43,37,37965,31031,13066,2019-01-06,05:38
20000,49,25,51686,18254,-13432,2019-01-06,05:37
20000,12,2,12517,1377,8860,2019-01-06,05:36
20000,18,48,14036,49166,55130,2019-01-06,05:35
20000,29,37,32201,39069,26868,2019-01-06,05:34
20000,23,34,22013,38140,36127,2019-01-06,05:33
20000,24,12,25193,11660,6467,2019-01-06,05:32
20000,8,17,9719,14478,24759,2019-01-06,05:31
20000,41,7,47545,4647,-22898,2019-01-06,05:30
20000,43,2,41853,2432,-19421,2019-01-06,05:29
20000,11,45,11781,47313,55532,2019-01-06,05:28
20000,31,37,36480,39846,23366,2019-01-06,05:27
20000,0,20,0,20815,40815,2019-01-06,05:26
20000,45,33,47962,32403,4441,2019-01-06,05:25
20000,4,44,3086,43542,60456,2019-01-06,05:24
20000,9,36,9689,34119,44430,2019-01-06,05:23
20000,39,21,35443,20696,5253,2019-01-06,05:22
20000,45,13,43281,14036,-9245,2019-01-06,05:21
20000,31,48,35897,49594,33697,2019-01-06,05:20
20000,14,41,13242,40532,47290,2019-01-06,05:19
20000,11,36,9851,33166,43315,2019-01-06,05:18
20000,22,40,20447,38183,37736,2019-01-06,05:17
20000,7,13,4978,14000,29022,2019-01-06,05:16
20000,13,37,14743,42407,47664,2019-01-06,05:15
20000,37,28,37155,28167,11012,2019-01-06,05:14
20000,4,24,2683,26960,44277,2019-01-06,05:13
20000,33,29,33202,28032,14830,2019-01-06,05:12
20000,38,6,46893,3962,-22931,2019-01-06,05:11
20000,41,39,44170,35674,11504,2019-01-06,05:10
20000,32,37,34318,28810,14492,2019-01-06,05:09
20000,27,45,26726,51900,45174,2019-01-06,05:08
20000,15,11,16071,10245,14174,2019-01-06,05:07
20000,40,3,41129,1195,-19934,2019-01-06,05:06
20000,24,11,23292,13210,9918,2019-01-06,05:05
20000,37,28,41376,26884,5508,2019-01-06,05:04
20000,42,33,43731,37485,13754,2019-01-06,05:03
20000,42,32,47586,40263,12677,2019-01-06,05:02
20000,24,40,22094,40449,38355,2019-01-06,05:01
20000,38,27,42267,21485,-782,2019-01-06,05:00
20000,24,9,28564,11595,3031,2019-01-06,04:59
20000,24,34,24564,39978,35414,2019-01-06,04:58
20000,30,17,32300,18769,6469,2019-01-06,04:57
20000,0,17,0,16356,36356,2019-01-06,04:56
20000,45,6,44821,6375,-18446,2019-01-06,04:55
20000,49,33,44933,30554,5621,2019-01-06,04:54
20000,4,5,5927,6215,20288,2019-01-06,04:53
20000,42,19,37017,19945,2928,2019-01-06,04:52
20000,11,19,9779,16515,26736,2019-01-06,04:51
20000,17,15,16451,16161,19710,2019-01-06,04:50
20000,9,45,3953,47759,63806,2019-01-06,04:49
20000,25,16,26595,17835,11240,2019-01-06,04:48
20000,36,15,34965,16627,1662,2019-01-06,04:47
20000,32,21,26889,22851,15962,2019-01-06,04:46
20000,34,20,35571,19730,4159,2019-01-06,04:45
20000,48,32,45305,35355,10050,2019-01-06,04:44
20000,15,2,14075,1699,7624,2019-01-06,04:43
20000,49,40,53967,42211,8244,2019-01-06,04:42
20000,30,9,31897,6037,-5860,2019-01-06,04:41
20000,9,27,8145,28276,40131,2019-01-06,04:40
20000,38,10,32210,11106,-1104,2019-01-06,04:39
20000,22,17,24965,17449,12484,2019-01-06,04:38
20000,13,0,14139,0,5861,2019-01-06,04:37
20000,20,16,21258,15579,14321,2019-01-06,04:36
20000,26,49,28136,44963,36827,2019-01-06,04:35
20000,45,37,41856,35477,13621,2019-01-06,04:34
20000,49,26,40386,22081,1695,2019-01-06,04:33
20000,35,35,37309,37164,19855,2019-01-06,04:32
20000,16,1,16523,1802,5279,2019-01-06,04:31
20000,18,31,18445,34089,35644,2019-01-06,04:30
20000,42,24,36241,25547,9306,2019-01-06,04:29
20000,8,29,7454,31238,43784,2019-01-06,04:28
20000,38,4,37751,4041,-13710,2019-01-06,04:27
20000,40,10,42308,9277,-13031,2019-01-06,04:26
20000,31,37,30639,38490,27851,2019-01-06,04:25
20000,32,15,31631,15229,3598,2019-01-06,04:24
20000,32,1,38319,235,-18084,2019-01-06,04:23
20000,44,49,48753,50932,22179,2019-01-06,04:22
20000,2,29,2771,33773,51002,2019-01-06,04:21
20000,47,27,47241,23806,-3435,2019-01-06,04:20
20000,4,25,5957,27815,41858,2019-01-06,04:19
20000,8,27,8711,31050,42339,2019-01-06,04:18
20000,38,29,38995,31743,12748,2019-01-06,04:17
20000,16,30,14463,25163,30700,2019-01-06,04:16
20000,33,21,36765,22262,5497,2019-01-06,04:15
20000,17,14,12831,16251,23420,2019-01-06,04:14
20000,42,25,40881,30841,9960,2019-01-06,04:13
20000,10,45,10988,46041,55053,2019-01-06,04:12
20000,23,18,20355,15015,14660,2019-01-06,04:11
20000,28,36,29973,36145,26172,2019-01-06,04:10
20000,6,29,7404,23969,36565,2019-01-06,04:09
20000,19,22,19323,19298,19975,2019-01-06,04:08
20000,9,25,8717,26758,38041,2019-01-06,04:07
20000,9,45,8392,44534,56142,2019-01-06,04:06
20000,12,20,15019,23394,28375,2019-01-06,04:05
20000,43,29,45436,30210,4774,2019-01-06,04:04
20000,38,13,40924,12681,-8243,2019-01-06,04:03
20000,44,41,46915,43893,16978,2019-01-06,04:02
20000,42,30,41095,31351,10256,2019-01-06,04:01
20000,11,10,14790,11102,16312,2019-01-06,04:00
20000,46,24,43980,22926,-1054,2019-01-06,03:59
20000,9,7,9078,6514,17436,2019-01-06,03:58
20000,15,33,16070,36760,40690,2019-01-06,03:57
20000,17,25,13178,24735,31557,2019-01-06,03:56
20000,11,12,9070,10714,21644,2019-01-06,03:55
20000,31,37,28023,32924,24901,2019-01-06,03:54
20000,7,48,6864,52059,65195,2019-01-06,03:53
20000,20,10,18165,11093,12928,2019-01-06,03:52
20000,39,28,28380,27241,18861,2019-01-06,03:51
20000,39,6,36619,4716,-11903,2019-01-06,03:50
20000,45,29,45613,26266,653,2019-01-06,03:49
20000,0,5,0,4537,24537,2019-01-06,03:48
20000,13,39,11191,39566,48375,2019-01-06,03:47
20000,29,42,31096,47165,36069,2019-01-06,03:46
20000,2,34,1411,37677,56266,2019-01-06,03:45
20000,25,26,23131,24217,21086,2019-01-06,03:44
20000,40,13,40611,15958,-4653,2019-01-06,03:43
20000,28,30,30432,29308,18876,2019-01-06,03:42
20000,44,49,49216,52902,23686,2019-01-06,03:41
20000,41,15,39277,17617,-1660,2019-01-06,03:40
20000,21,13,19945,11437,11492,2019-01-06,03:39
20000,14,31,15524,26143,30619,2019-01-06,03:38
20000,9,30,10288,33997,43709,2019-01-06,03:37
20000,10,11,10749,10550,19801,2019-01-06,03:36
20000,13,5,11333,5630,14297,2019-01-06,03:35
20000,41,23,41450,28068,6618,2019-01-06,03:34
20000,19,27,20699,29945,29246,2019-01-06,03:33
20000,16,15,17398,14512,17114,2019-01-06,03:32
20000,15,49,13782,48575,54793,2019-01-06,03:31
20000,25,6,22645,7368,4723,2019-01-06,03:30
20000,49,48,49167,53257,24090,2019-01-06,03:29
20000,13,2,14660,852,6192,2019-01-06,03:28
20000,26,38,24205,40858,36653,2019-01-06,03:27
20000,42,38,38780,41619,22839,2019-01-06,03:26
20000,42,31,44205,34935,10730,2019-01-06,03:25
20000,46,4,51768,5983,-25785,2019-01-06,03:24
20000,45,15,51125,15070,-16055,2019-01-06,03:23
20000,18,22,20039,24403,24364,2019-01-06,03:22
20000,14,39,13055,40453,47398,2019-01-06,03:21
20000,24,24,24393,21623,17230,2019-01-06,03:20
20000,45,4,54067,3050,-31017,2019-01-06,03:19
20000,18,46,21139,54509,53370,2019-01-06,03:18
20000,48,28,47941,33803,5862,2019-01-06,03:17
20000,40,31,39850,32511,12661,2019-01-06,03:16
20000,31,2,28646,590,-8056,2019-01-06,03:15
20000,34,8,37869,9143,-8726,2019-01-06,03:14
20000,6,14,4884,14221,29337,2019-01-06,03:13
20000,23,19,21557,15847,14290,2019-01-06,03:12
20000,17,19,18107,18715,20608,2019-01-06,03:11
20000,14,27,13153,29053,35900,2019-01-06,03:10
20000,44,42,43353,49018,25665,2019-01-06,03:09
20000,37,18,35682,22236,6554,2019-01-06,03:08
20000,13,25,12486,27271,34785,2019-01-06,03:07
20000,17,22,19233,24374,25141,2019-01-06,03:06
20000,4,15,3897,14283,30386,2019-01-06,03:05
20000,15,12,17294,12514,15220,2019-01-06,03:04
20000,8,22,7559,21255,33696,2019-01-06,03:03
20000,4,33,4551,34763,50212,2019-01-06,03:02
20000,34,42,31195,43791,32596,2019-01-06,03:01
20000,12,19,8765,20950,32185,2019-01-06,03:00
20000,32,4,34967,3817,-11150,2019-01-06,02:59
20000,17,29,17048,28533,31485,2019-01-06,02:58
20000,13,31,13494,34035,40541,2019-01-06,02:57
20000,45,6,44787,7149,-17638,2019-01-06,02:56
20000,20,17,23571,17810,14239,2019-01-06,02:55
20000,45,5,42321,5408,-16913,2019-01-06,02:54
20000,0,3,0,3521,23521,2019-01-06,02:53
20000,1,42,1400,34579,53179,2019-01-06,02:52
20000,4,48,4832,50115,65283,2019-01-06,02:51
20000,45,2,46265,3648,-22617,2019-01-06,02:50
20000,13,20,18301,22098,23797,2019-01-06,02:49
20000,27,44,30282,43936,33654,2019-01-06,02:48
20000,2,23,1247,24051,42804,2019-01-06,02:47
20000,11,4,13503,3647,10144,2019-01-06,02:46
20000,31,43,35874,47514,31640,2019-01-06,02:45
20000,33,40,34027,40059,26032,2019-01-06,02:44
20000,33,30,32571,28859,16288,2019-01-06,02:43
20000,9,32,8394,31213,42819,2019-01-06,02:42
20000,7,44,5856,43943,58087,2019-01-06,02:41
20000,37,18,39286,21227,1941,2019-01-06,02:40
20000,1,13,682,12221,31539,2019-01-06,02:39
20000,6,25,5633,20639,35006,2019-01-06,02:38
20000,18,23,16257,19655,23398,2019-01-06,02:37
20000,10,10,11589,10807,19218,2019-01-06,02:36
20000,15,32,13210,39013,45803,2019-01-06,02:35
20000,22,27,23161,32986,29825,2019-01-06,02:34
20000,48,37,53112,35835,2723,2019-01-06,02:33
20000,43,3,45195,2531,-22664,2019-01-06,02:32
20000,8,12,8968,9892,20924,2019-01-06,02:31
20000,1,49,1572,47177,65605,2019-01-06,02:30
20000,0,25,0,27641,47641,2019-01-06,02:29
20000,49,1,47796,332,-27464,2019-01-06,02:28
20000,9,24,9814,27121,37307,2019-01-06,02:27
20000,14,36,16825,34614,37789,2019-01-06,02:26
20000,15,3,15720,3998,8278,2019-01-06,02:25
20000,29,28,28840,34937,26097,2019-01-06,02:24
20000,34,9,32018,10760,-1258,2019-01-06,02:23
20000,28,45,31348,48960,37612,2019-01-06,02:22
20000,32,32,32929,33433,20504,2019-01-06,02:21
20000,37,29,36436,28800,12364,2019-01-06,02:20
20000,17,3,20006,1727,1721,2019-01-06,02:19
20000,45,13,49783,16026,-13757,2019-01-06,02:18
20000,20,13,16697,13465,16768,2019-01-06,02:17
20000,9,32,7772,36706,48934,2019-01-06,02:16
20000,44,41,46399,44470,18071,2019-01-06,02:15
20000,25,33,20470,40207,39737,2019-01-06,02:14
20000,47,18,52751,17914,-14837,2019-01-06,02:13
20000,8,23,9103,21345,32242,2019-01-06,02:12
20000,19,46,18145,46018,47873,2019-01-06,02:11
20000,14,30,13448,30791,37343,2019-01-06,02:10
20000,0,15,0,17564,37564,2019-01-06,02:09
20000,11,26,10559,24263,33704,2019-01-06,02:08
20000,0,48,0,51862,71862,2019-01-06,02:07
20000,11,46,11774,51188,59414,2019-01-06,02:06
20000,25,16,24185,14931,10746,2019-01-06,02:05
20000,47,35,49854,33684,3830,2019-01-06,02:04
20000,30,1,28583,1613,-6970,2019-01-06,02:03
20000,21,47,19976,46719,46743,2019-01-06,02:02
20000,40,39,36809,41743,24934,2019-01-06,02:01
20000,43,48,44917,50454,25537,2019-01-06,02:00
20000,33,34,32377,31370,18993,2019-01-06,01:59
20000,34,5,32409,6422,-5987,2019-01-06,01:58
20000,41,20,34463,20298,5835,2019-01-06,01:57
20000,8,18,8142,18706,30564,2019-01-06,01:56
20000,28,18,29348,16204,6856,2019-01-06,01:55
20000,8,18,6374,19436,33062,2019-01-06,01:54
20000,17,36,22348,37060,34712,2019-01-06,01:53
20000,17,43,21296,31813,30517,2019-01-06,01:52
20000,17,35,14433,35856,41423,2019-01-06,01:51
20000,1,34,720,33607,52887,2019-01-06,01:50
20000,46,3,44994,4033,-20961,2019-01-06,01:49
20000,34,36,33348,39795,26447,2019-01-06,01:48
20000,32,13,33077,13502,425,2019-01-06,01:47
20000,7,15,5584,15273,29689,2019-01-06,01:46
20000,32,38,31066,39707,28641,2019-01-06,01:45
20000,36,16,35346,16851,1505,2019-01-06,01:44
20000,30,31,34663,33936,19273,2019-01-06,01:43
20000,2,12,3796,11738,27942,2019-01-06,01:42
20000,28,1,30609,1083,-9526,2019-01-06,01:41
20000,21,42,22104,49797,47693,2019-01-06,01:40
20000,5,5,3170,2825,19655,2019-01-06,01:39
20000,18,39,13758,39177,45419,2019-01-06,01:38
20000,11,9,10194,9931,19737,2019-01-06,01:37
20000,29,31,31093,31070,19977,2019-01-06,01:36
20000,49,26,47186,29612,2426,2019-01-06,01:35
20000,36,22,35144,23026,7882,2019-01-06,01:34
